User_ID,IP,Latitude,Longitude,PostCode,City,State,Country
887,58.173.64.1,-33.7828,150.7968,2760,Colyton,NSW,AU
888,58.173.72.1,-33.9041,151.1395,2203,Dulwich Hill,NSW,AU
889,58.173.81.1,-33.7333,151.1,2076,Normanhurst,NSW,AU
890,58.173.83.1,-33.8667,151.1833,2041,Balmain,NSW,AU
891,58.173.94.1,-33.7482,150.8927,2148,Marayong,NSW,AU
892,58.173.96.1,-33.8688,151.2706,2029,Rose Bay,NSW,AU
893,58.173.97.1,-33.7833,151.05,2118,Carlingford,NSW,AU
894,58.173.99.1,-33.7928,151.0386,2117,Telopea,NSW,AU
895,58.173.106.1,-33.879,150.9995,2162,Chester Hill,NSW,AU
896,58.173.123.1,-33.7,151.1,1635,Hornsby,NSW,AU
897,58.173.141.1,-33.8674,151.1291,2046,Five Dock,NSW,AU
898,58.173.144.1,-33.796,151.0974,2112,Denistone East,NSW,AU
899,58.173.148.1,-33.7983,151.0905,2114,Denistone,NSW,AU
900,58.173.149.1,-33.7495,151.0648,2119,Beecroft,NSW,AU
901,58.173.195.1,-33.8589,151.1411,2046,Russell Lea,NSW,AU
902,58.173.212.1,-33.8972,151.1488,2049,Petersham,NSW,AU
903,58.173.240.1,-33.8582,151.1309,2046,Wareemba,NSW,AU
904,58.174.10.1,-34.8209,138.6611,5093,Para Vista,SA,AU
905,58.174.13.1,-34.8336,138.491,5016,Peterhead,SA,AU
906,58.174.24.1,-12.5231,131.0415,839,Coolalinga,NT,AU
907,58.174.34.1,-34.8368,138.4979,5015,Semaphore,SA,AU
908,58.174.36.1,-34.872,138.5197,5014,Cheltenham,SA,AU
909,58.174.42.1,-35.0214,138.6143,5051,Blackwood,SA,AU
910,58.174.50.1,-34.8333,138.4833,5019,Largs Bay,SA,AU
911,58.174.54.1,-34.8589,138.5966,5084,Adelaide,SA,AU
912,58.174.63.1,-35.05,138.6167,5051,Craigburn Farm,SA,AU
913,58.174.86.1,-34.9868,138.6421,5062,Clapham,SA,AU
914,58.174.93.1,-34.9977,138.6208,5052,Belair,SA,AU
915,58.174.98.1,-34.8873,138.6122,5081,Medindie,SA,AU
916,58.174.99.1,-34.852,138.5216,5013,Rosewater,SA,AU
917,58.174.139.1,-34.9863,138.5975,5041,Colonel Light Gardens,SA,AU
918,58.174.140.1,-35.1821,138.5014,5168,Noarlunga,SA,AU
919,58.174.187.1,-34.8833,138.5833,5082,Prospect,SA,AU
920,58.174.195.1,-34.5333,138.9667,5352,Tanunda,SA,AU
921,58.174.201.1,-34.641,138.6461,5117,Angle Vale,SA,AU
922,58.174.205.1,-34.6757,138.7101,5114,Blakeview,SA,AU
923,58.174.240.1,-33.189,138.0451,5540,Port Pirie,SA,AU
924,58.174.241.1,-23.735,133.8548,870,Alice Springs,NT,AU
925,58.174.243.1,-35.1024,138.5629,5162,Woodcroft,SA,AU
926,58.175.24.1,-38.0291,145.1027,3195,Aspendale,VIC,AU
927,58.175.48.1,-37.5167,144.4833,3437,Bullengarook,VIC,AU
928,58.175.84.1,-34.8355,138.7232,5091,Vista,SA,AU
929,58.175.103.1,-35.0792,138.5146,5158,Hallett Cove,SA,AU
930,58.175.109.1,-34.8006,138.6067,5107,Green Fields,SA,AU
931,58.175.216.1,-37.5774,144.7261,3429,Sunbury,VIC,AU
932,60.224.0.1,-37.9833,145.0667,3194,Mentone,VIC,AU
933,60.224.11.1,-37.9694,145.0481,3192,Cheltenham,VIC,AU
934,60.224.40.1,-37.7167,145.0833,3087,Watsonia,VIC,AU
935,60.224.65.1,-37.8511,144.9932,3181,Prahran,VIC,AU
936,60.224.80.1,-37.8833,145.2167,3152,Wantirna South,VIC,AU
937,60.224.81.1,-37.85,145.2167,3152,Wantirna,VIC,AU
938,60.224.94.1,-37.8667,145.2833,3155,Boronia,VIC,AU
939,60.224.96.1,-37.819,145.1533,3130,Blackburn,VIC,AU
940,60.224.102.1,-37.8275,145.1739,3131,Nunawading,VIC,AU
941,60.224.106.1,-37.8213,145.2489,3135,Ringwood East,VIC,AU
942,60.224.124.1,-37.8864,145.0025,3185,Ripponlea,VIC,AU
943,60.224.167.1,-37.7333,144.9333,3044,Pascoe Vale,VIC,AU
944,60.225.1.1,-32.3046,115.7421,6169,Waikiki,WA,AU
945,60.225.4.1,-32.0167,115.8333,6153,Perth,WA,AU
946,60.225.11.1,-32.0522,115.8297,6150,Winthrop,WA,AU
947,60.225.13.1,-31.9795,115.9181,6101,Carlisle,WA,AU
948,60.225.16.1,-32.1334,115.9163,6112,Piara Waters,WA,AU
949,60.225.17.1,-32.1833,116.05,6112,Bedfordale,WA,AU
950,60.225.20.1,-32.5431,115.6967,6210,Halls Head,WA,AU
951,60.225.22.1,-32.5498,115.7796,6210,Coodanup,WA,AU
952,60.225.32.1,-31.9958,115.7958,6009,Dalkeith,WA,AU
953,60.225.40.1,-32.1167,116.0167,6111,Kelmscott,WA,AU
954,60.225.57.1,-32.2677,115.7993,6170,Leda,WA,AU
955,60.225.58.1,-32.2301,115.7813,6966,Kwinana,WA,AU
956,60.225.61.1,-32.0409,115.9416,6147,Langford,WA,AU
957,60.225.63.1,-32.0248,115.9599,6107,Beckenham,WA,AU
958,60.225.71.1,-32.0751,115.8661,6149,Leeming,WA,AU
959,60.225.76.1,-32.1735,116.0214,6112,Mount Richon,WA,AU
960,60.225.82.1,-32,115.7667,6011,Cottesloe,WA,AU
961,60.225.84.1,-32,115.9167,6102,Bentley,WA,AU
962,60.225.95.1,-32.425,115.761,6174,Golden Bay-Singleton,WA,AU
963,60.225.101.1,-32.2667,115.8333,6170,Wellard,WA,AU
964,60.225.108.1,-32.5522,115.731,6210,Dudley Park,WA,AU
965,60.225.125.1,-32.0675,115.764,6162,White Gum Valley,WA,AU
966,60.225.126.1,-31.6828,115.7247,6030,Clarkson,WA,AU
967,60.225.127.1,-32.0555,115.8474,6150,Murdoch,WA,AU
968,60.225.129.1,-35.2189,138.5433,5171,McLaren Vale,SA,AU
969,60.225.131.1,-34.9909,138.8257,5242,Balhannah,SA,AU
970,60.225.132.1,-34.955,138.5889,5034,Millswood,SA,AU
971,60.225.146.1,-35.15,138.5167,5163,Hackham,SA,AU
972,60.225.149.1,-34.9944,138.5532,5043,Park Holme,SA,AU
973,60.225.152.1,-35.2833,138.4833,5173,Aldinga,SA,AU
974,60.225.155.1,-35.5105,138.7038,5213,Middleton,SA,AU
975,60.225.164.1,-35.0758,138.5419,5158,Trott Park,SA,AU
976,60.225.167.1,-34.9618,138.6218,5063,Highgate,SA,AU
977,60.225.180.1,-35.1,138.5333,5161,Reynella,SA,AU
978,60.225.196.1,-35.1199,139.2735,5253,Murray Bridge,SA,AU
979,60.225.198.1,-35.1718,138.8359,5153,Macclesfield,SA,AU
980,60.225.218.1,-35.0167,138.7333,5154,Aldgate,SA,AU
981,60.225.232.1,-12.1816,136.7784,881,Nhulunbuy,NT,AU
982,60.225.235.1,-35.5453,138.5896,5211,Victor Harbor,SA,AU
983,60.225.250.1,-12.4803,130.9982,830,Farrar,NT,AU
984,60.225.252.1,-12.4968,130.9934,832,Gunn,NT,AU
985,60.225.255.1,-34.9229,138.7249,5136,Norton Summit,SA,AU
986,60.226.6.1,-27.5322,153.2289,4161,Alexandra Hills,QLD,AU
987,60.226.10.1,-27.4,153.0667,4013,Northgate,QLD,AU
988,60.226.32.1,-27.6833,153.1667,4205,Bethania Junction,QLD,AU
989,60.226.35.1,-27.65,153.15,4127,Slacks Creek,QLD,AU
990,60.226.37.1,-27.6876,153.0844,4132,Crestmead,QLD,AU
991,60.226.38.1,-27.7167,153.2,4207,Beenleigh,QLD,AU
992,60.226.47.1,-27.7027,153.1694,4207,Edens Landing,QLD,AU
993,60.226.50.1,-27.5333,153.05,4121,Wellers Hill,QLD,AU
994,60.226.137.1,-27.1281,153.0524,4510,Beachmere,QLD,AU
995,60.226.138.1,-27.1167,152.8833,4510,Upper Caboollure,QLD,AU
996,60.226.139.1,-27.2034,152.9592,4504,Narangba,QLD,AU
997,60.226.202.1,-27.0861,153.0986,4511,Ningi,QLD,AU
998,60.226.211.1,-28.1,153.45,4220,West Burleigh,QLD,AU
999,60.226.227.1,-27.9377,153.363,4214,Gold Coast,QLD,AU
1000,60.226.228.1,-24.8857,152.3318,4670,Svensson Heights,QLD,AU
1001,60.226.229.1,-28.0167,153.4,4217,Surfers Paradise,QLD,AU
1002,60.227.0.1,-33.2512,151.4763,2259,Hamlyn Terrace,NSW,AU
1003,60.227.9.1,-33.6499,150.8526,2765,Vineyard,NSW,AU
1004,60.227.12.1,-33.916,150.8999,2168,Sadleir,NSW,AU
1005,60.227.13.1,-33.2111,151.5035,2262,Blue Haven,NSW,AU
1006,60.227.14.1,-34.0894,150.7966,2560,Ambarvale,NSW,AU
1007,60.227.17.1,-33.9874,151.0253,2234,Illewong,NSW,AU
1008,60.227.34.1,-33.7907,150.6693,2745,Glenmore Park,NSW,AU
1009,60.227.42.1,-33.7823,150.7109,2748,Orchard Hills,NSW,AU
1010,60.227.52.1,-34.0083,151.0519,2226,Bonnet Bay,NSW,AU
1011,60.227.54.1,-33.9698,150.7968,2179,Leppington,NSW,AU
1012,60.227.68.1,-32.9167,151.7833,2295,Stockton,NSW,AU
1013,60.227.69.1,-34.45,150.8833,2500,Mangerton,NSW,AU
1014,60.227.78.1,-33.8833,151.0167,2143,Regents Park,NSW,AU
1015,60.227.79.1,-34.3667,150.9167,2518,Bellambi,NSW,AU
1016,60.227.81.1,-34.4404,150.8375,2526,Cordeaux Heights,NSW,AU
1017,60.227.88.1,-34.3554,150.8943,2517,Woonona,NSW,AU
1018,60.227.90.1,-32.9333,151.5833,2278,Barnsley,NSW,AU
1019,60.227.94.1,-33.8936,150.8891,2177,Bonnyrigg,NSW,AU
1020,60.227.105.1,-33.0957,151.552,2264,Brightwaters,NSW,AU
1021,60.227.128.1,-33.2723,151.4649,2259,Wadalba,NSW,AU
1022,60.227.131.1,-33.9167,151.1833,2044,Saint Peters,NSW,AU
1023,60.227.132.1,-33.7206,150.4297,2783,Lawson,NSW,AU
1024,60.227.139.1,-33.8897,151.1764,2050,Camperdown,NSW,AU
1025,60.227.142.1,-33.692,150.8373,2765,Marsden Park,NSW,AU
1026,60.227.145.1,-33.8343,151.1459,2110,Hunters Hill,NSW,AU
1027,60.227.146.1,-33.7833,150.9833,2152,Northmead,NSW,AU
1028,60.227.149.1,-33.7,151,2156,Glenhaven,NSW,AU
1029,60.227.152.1,-33.9075,151.2086,2017,Zetland,NSW,AU
1030,60.227.165.1,-33.25,151.45,2259,Warnervale,NSW,AU
1031,60.227.176.1,-33.8,150.95,2145,Pendle Hills,NSW,AU
1032,60.227.185.1,-33.0167,151.7167,2290,Redhead,NSW,AU
1033,60.227.190.1,-33.7666,151.1868,2070,Lindfield,NSW,AU
1034,60.227.196.1,-34.4356,150.8583,2525,Figtree,NSW,AU
1035,60.227.197.1,-33.6156,150.8801,2765,Oakville,NSW,AU
1036,60.227.204.1,-33.8167,151.1667,1595,Lane Cove,NSW,AU
1037,60.227.206.1,-33.75,151,1755,Baulkham Hills,NSW,AU
1038,60.227.207.1,-36.0748,146.924,2640,Albury,NSW,AU
1039,60.227.212.1,-34.3383,150.9135,2516,Bulli,NSW,AU
1040,60.227.218.1,-32.9821,151.6919,2290,Gateshead,NSW,AU
1041,60.227.221.1,-33.3537,151.4262,2261,Glenning Valley,NSW,AU
1042,60.227.223.1,-32.95,151.6167,2284,Boolaroo,NSW,AU
1043,60.227.225.1,-33.9779,150.8631,2565,Bardia,NSW,AU
1044,60.227.228.1,-32.95,151.6833,2289,Kotara,NSW,AU
1045,60.227.232.1,-31.9116,152.461,,Taree,NSW,AU
1046,60.227.247.1,-33.4167,151.4833,2260,Wamberal North,NSW,AU
1047,60.227.252.1,-33.2831,149.1,2800,Orange,NSW,AU
1048,60.227.255.1,-33.9587,150.9742,2172,Voyager Point,NSW,AU
1049,60.228.9.1,-31.8723,115.7768,6018,Karrinyup,WA,AU
1050,60.228.11.1,-31.7544,116.1875,6083,Gidgegannup,WA,AU
1051,60.228.33.1,-31.7701,115.8183,6065,Hocking,WA,AU
1052,60.228.48.1,-31.9519,116.0276,6057,Maida Vale,WA,AU
1053,60.228.58.1,-31.7812,115.8182,6065,Pearsall,WA,AU
1054,60.228.68.1,-31.9828,116.0067,6058,Forrestfield,WA,AU
1055,60.228.73.1,-31.8716,115.7948,6018,Gwelup,WA,AU
1056,60.228.78.1,-32.1243,116.0259,6991,Kelmscott,WA,AU
1057,60.228.79.1,-31.8416,115.7569,6020,Marmion,WA,AU
1058,60.228.87.1,-32.0205,116.0765,6076,Lesmurdie,WA,AU
1059,60.228.92.1,-31.7873,115.7699,6025,Kallaroo,WA,AU
1060,60.228.126.1,-31.8104,115.8008,6026,Kingsley,WA,AU
1061,60.228.137.1,-31.9363,115.8419,6007,Leederville,WA,AU
1062,60.228.141.1,-31.8802,115.8454,6061,Nollamara,WA,AU
1063,60.228.158.1,-31.8333,116.0167,6056,Herne Hill,WA,AU
1064,60.228.160.1,-31.8877,115.9099,6943,Morley,WA,AU
1065,60.228.182.1,-32.0832,115.9661,6110,Huntingdale,WA,AU
1066,60.228.184.1,-32.1108,115.9356,6112,Harrisdale,WA,AU
1067,60.228.209.1,-31.8526,115.881,6944,Malaga,WA,AU
1068,60.228.225.1,-31.9021,116.1676,6073,Mundaring,WA,AU
1069,60.228.248.1,-31.8167,116.0333,6056,Millendon,WA,AU
1070,60.229.8.1,-34.05,150.7,2335,Elderslie,NSW,AU
1071,60.229.12.1,-33.6794,150.2821,2780,Medlow Bath,NSW,AU
1072,60.229.18.1,-36.0379,146.9177,2641,Lavington,NSW,AU
1073,60.229.33.1,-32.9382,151.7254,2289,Adamstown,NSW,AU
1074,60.229.34.1,-32.8937,151.6901,2287,Birmingham Gardens,NSW,AU
1075,60.229.35.1,-33.8761,151.1656,2040,Lilyfield,NSW,AU
1076,60.229.37.1,-32.9667,151.7167,2290,Kahibah,NSW,AU
1077,60.229.42.1,-33.8548,151.1833,2041,Birchgrove,NSW,AU
1078,60.229.54.1,-34.0833,151.0167,2233,Heathcote,NSW,AU
1079,60.229.62.1,-35.1452,147.3516,2650,Tolland,NSW,AU
1080,60.229.78.1,-35.6667,147.0385,2660,Culcairn,NSW,AU
1081,60.229.85.1,-33.6043,150.743,2753,Hobartville,NSW,AU
1082,60.229.93.1,-33.919,151.0894,2192,Belmore,NSW,AU
1083,60.229.94.1,-34.5339,150.7916,2530,Haywards Bay,NSW,AU
1084,60.229.128.1,-33.9833,150.9667,2173,Holsworthy,NSW,AU
1085,60.229.138.1,-35.7219,147.3139,2644,Holbrook,NSW,AU
1086,60.229.165.1,-32.9955,151.6879,2290,Tingira Heights,NSW,AU
1087,60.229.174.1,-35.1667,147.5167,2650,Wagga Wagga,NSW,AU
1088,60.229.192.1,-32.8788,151.691,2307,Shortland,NSW,AU
1089,60.229.223.1,-34.3052,150.9334,2515,Austinmer,NSW,AU
1090,60.229.251.1,-33.6728,150.7752,2765,Berkshire Park,NSW,AU
1091,60.229.253.1,-35.7066,150.1754,2536,Batemans Bay,NSW,AU
1092,60.229.254.1,-35.0523,150.5865,2540,Tomerong,NSW,AU
1093,60.229.255.1,-33.9667,151.05,2210,Peakhurst,NSW,AU
1094,60.230.1.1,-34.0044,150.8965,2564,Macquarie Fields,NSW,AU
1095,60.230.3.1,-33.1097,151.5323,2264,Bonnells Bay,NSW,AU
1096,60.230.11.1,-33.8928,151.2472,2022,Queens Park,NSW,AU
1097,60.230.35.1,-35.1873,149.0965,2913,Nicholls,ACT,AU
1098,60.230.46.1,-37.9,145.3333,3158,Upwey,VIC,AU
1099,60.230.79.1,-27.4655,152.5762,4311,Lowood,QLD,AU
1100,60.230.83.1,-35.1991,149.1563,2914,Harrison,ACT,AU
1101,60.230.100.1,-35.3224,149.0346,2611,Wright,ACT,AU
1102,60.230.108.1,-35.376,149.2328,2620,Karabar,NSW,AU
1103,60.230.112.1,-35.2777,149.1183,2601,Canberra,ACT,AU
1104,60.230.116.1,-35.1696,149.128,2914,Bonner,ACT,AU
1105,60.230.119.1,-34.7515,149.7209,2580,Goulburn,NSW,AU
1106,60.230.125.1,-27.2259,152.991,4503,Dakabin,QLD,AU
1107,60.230.140.1,-28.8167,153.3167,2480,Goonellabah,NSW,AU
1108,60.230.156.1,-26.6957,153.1235,4575,Minyama,QLD,AU
1109,60.230.173.1,-27.3824,153.079,4014,Brisbane,QLD,AU
1110,60.230.184.1,-37.8,145.65,3797,Gladysdale,VIC,AU
1111,60.230.187.1,-37.7833,144.9333,3055,Brunswick West,VIC,AU
1112,60.230.188.1,-37.8833,145.0333,3162,Caulfield South,VIC,AU
1113,60.230.198.1,-31.7726,116.0727,6069,Brigadoon,WA,AU
1114,60.230.201.1,-32.3361,115.7486,6169,Warnbro,WA,AU
1115,60.230.206.1,-31.7331,115.7477,6028,Currambine,WA,AU
1116,60.230.212.1,-31.95,116.05,6076,Gooseberry Hill,WA,AU
1117,60.230.227.1,-32.4059,115.7585,6173,Secret Harbour,WA,AU
1118,60.230.233.1,-32.1016,115.8708,6164,Jandakot,WA,AU
1119,60.230.238.1,-32.1112,115.8387,6164,South Lake,WA,AU
1120,60.231.1.1,-27.7833,152.7167,4306,Peak Crossing,QLD,AU
1121,60.231.2.1,-26.4745,152.9514,4562,Eumundi,QLD,AU
1122,60.231.4.1,-25.3432,152.5402,4659,Burrum Heads,QLD,AU
1123,60.231.5.1,-27.5486,152.8073,4306,Karana Downs,QLD,AU
1124,60.231.16.1,-27.3171,153.031,4017,Bracken Ridge,QLD,AU
1125,60.231.17.1,-18.2043,142.2446,4871,Croydon,QLD,AU
1126,60.231.18.1,-27.4692,153.1858,4179,Manly,QLD,AU
1127,60.231.20.1,-28.0859,153.4458,4220,Burleigh Heads,QLD,AU
1128,60.231.21.1,-17.8295,146.0965,4852,Mission Beach,QLD,AU
1129,60.231.23.1,-27.3333,153.0833,4017,Sandgate,QLD,AU
1130,60.231.25.1,-24.1148,148.0885,4722,Springsure,QLD,AU
1131,60.231.34.1,-27.7333,153.1667,4207,Bahrs Scrub,QLD,AU
1132,60.231.38.1,-19.2757,146.7792,4812,Townsville,QLD,AU
1133,60.231.54.1,-24.3959,150.515,4715,Biloela,QLD,AU
1134,60.231.56.1,-27.5563,152.934,4074,Brisbane,QLD,AU
1135,60.231.59.1,-27.9695,153.1994,4272,Tamborine Mountain,QLD,AU
1136,60.231.67.1,-27.1935,153.0263,4508,Deception Bay,QLD,AU
1137,60.231.72.1,-33.8333,151.0167,1830,Granville,NSW,AU
1138,60.231.75.1,-27.9276,153.1848,4272,North Tamborine,QLD,AU
1139,60.231.79.1,-17.6164,145.4869,4888,Ravenshoe,QLD,AU
1140,60.231.81.1,-27.65,153.0333,4118,Browns Plains,QLD,AU
1141,60.231.82.1,-23.3803,150.506,4700,Rockhampton,QLD,AU
1142,60.231.88.1,-28.0121,152.7482,4310,Boonah,QLD,AU
1143,60.231.89.1,-27.5127,152.2954,4343,Adare,QLD,AU
1144,60.231.101.1,-26.5459,153.0068,4561,Valdora,QLD,AU
1145,60.231.102.1,-27.6822,152.6741,4306,Willowbank,QLD,AU
1146,60.231.144.1,-27.4679,153.0281,4001,Brisbane,QLD,AU
1147,60.231.157.1,-10.5808,142.2196,4875,Thursday Island,QLD,AU
1148,60.231.176.1,-41.1665,146.5528,7307,Port Sorell,TAS,AU
1149,60.231.177.1,-41.0558,145.9037,7320,Burnie,TAS,AU
1150,60.231.179.1,-41.1567,146.5318,7307,Shearwater,TAS,AU
1151,60.231.194.1,-13.0505,131.0307,845,Batchelor,NT,AU
1152,60.231.252.1,-30.7461,121.4742,6432,Boulder,WA,AU
1153,61.9.136.1,-38.2667,145.0167,3934,Mount Martha,VIC,AU
1154,61.9.141.1,-37.7,144.9333,3046,Glenroy,VIC,AU
1155,61.9.146.1,-37.85,145.2667,3153,Bayswater,VIC,AU
1156,61.9.149.1,-37.95,145,3191,Hampton,VIC,AU
1157,61.9.151.1,-37.8,145,3067,Abbotsford,VIC,AU
1158,61.9.152.1,-37.6696,144.8868,3049,Westmeadows,VIC,AU
1159,61.9.153.1,-37.7769,145.2146,3114,Park Orchards,VIC,AU
1160,61.9.154.1,-37.9,145.35,3160,Belgrave,VIC,AU
1161,61.9.201.1,-33.8334,151.0473,2128,Silverwater,NSW,AU
1162,61.9.202.1,-33.95,151.1167,2207,Bexley,NSW,AU
1163,61.9.204.1,-35.315,149.1286,2603,Canberra,ACT,AU
1164,61.9.215.1,-27.5833,153.0333,4110,Acacia Ridge,QLD,AU
1165,61.9.220.1,-20.4057,148.4881,4800,Proserpine,QLD,AU
1166,61.9.221.1,-27.3847,153.0306,4032,Chermside West,QLD,AU
1167,61.9.244.1,-32.0389,115.7667,6158,East Fremantle,WA,AU
1168,61.9.245.1,-30.64,116.0036,6510,Moora,WA,AU
1169,101.103.3.1,-34.9647,138.7618,5144,Carey Gully,SA,AU
1170,101.103.38.1,-34.7798,137.8593,5581,Port Vincent,SA,AU
1171,101.103.44.1,-34.4014,137.9402,5571,Tiddy Widdy Beach,SA,AU
1172,101.103.139.1,-34.0269,138.6852,5451,Auburn,SA,AU
1173,101.103.142.1,-34.8662,138.5618,5010,Ferryden Park,SA,AU
1174,101.103.147.1,-34.9501,138.6384,5064,Glenunga,SA,AU
1175,101.103.151.1,-34.8928,138.5716,5008,Ridleyton,SA,AU
1176,101.103.168.1,-35.1035,138.7959,5153,Echunga,SA,AU
1177,101.103.170.1,-37.2461,139.8082,5276,Robe,SA,AU
1178,101.103.180.1,-34.5833,138.75,5118,Willaston,SA,AU
1179,101.103.182.1,-12.5171,130.9836,832,Bellamack,NT,AU
1180,101.160.2.1,-37.7,144.7667,3037,Sydenham,VIC,AU
1181,101.160.6.1,-37.8809,144.9855,3184,Elwood,VIC,AU
1182,101.160.16.1,-37.7833,144.9167,3032,Melbourne,VIC,AU
1183,101.160.18.1,-37.8167,145.35,3765,Montrose,VIC,AU
1184,101.160.22.1,-37.7333,145.2667,3115,Wonga Park,VIC,AU
1185,101.160.36.1,-38.1748,144.3428,3216,Belmont,VIC,AU
1186,101.160.38.1,-37.7667,144.9167,3040,Essendon,VIC,AU
1187,101.160.39.1,-38.3,145.1833,3915,Hastings,VIC,AU
1188,101.160.44.1,-37.0563,142.7809,3380,Stawell,VIC,AU
1189,101.160.45.1,-37.8512,144.962,3206,Middle Park,VIC,AU
1190,101.160.51.1,-38.1833,144.4333,3221,Moolap,VIC,AU
1191,101.160.52.1,-38.0263,145.3069,3805,Narre Warren,VIC,AU
1192,101.160.60.1,-38.1994,145.4908,3981,Koo-Wee-Rup,VIC,AU
1193,101.160.64.1,-38.203,145.2349,3912,Somerville,VIC,AU
1194,101.160.134.1,-37.7833,145.3,3138,Mooroolbark,VIC,AU
1195,101.160.136.1,-37.9667,145.1667,3174,Noble Park,VIC,AU
1196,101.160.146.1,-37.9912,145.1739,3173,Keysborough,VIC,AU
1197,101.160.150.1,-37.9639,145.3629,3804,Narre Warren North,VIC,AU
1198,101.160.151.1,-37.6,145.15,3754,Doreen,VIC,AU
1199,101.160.161.1,-37.7891,145.1749,3111,Donvale,VIC,AU
1200,101.160.165.1,-37.7099,144.7548,3037,Taylors Hill,VIC,AU
1201,101.160.172.1,-38.2143,145.3377,3980,Tooradin,VIC,AU
1202,101.160.175.1,-38.0333,145.25,3976,Hampton Park,VIC,AU
1203,101.160.176.1,-37.4005,144.5841,3441,Mount Macedon,VIC,AU
1204,101.160.180.1,-37.4196,144.5624,3440,Macedon,VIC,AU
1205,101.160.182.1,-38.464,144.1039,3231,Fairhaven,VIC,AU
1206,101.160.183.1,-35.3964,143.4089,3585,Swan Hill,VIC,AU
1207,101.160.208.1,-29.6313,153.0299,2462,Ulmarra,NSW,AU
1208,101.161.13.1,-32.7705,151.3648,2325,Lovedale,NSW,AU
1209,101.161.17.1,-33.1064,151.644,2281,Caves Beach,NSW,AU
1210,101.161.20.1,-33.5626,150.8378,2756,Wilberforce,NSW,AU
1211,101.161.25.1,-33.9332,151.0732,2196,Roselands,NSW,AU
1212,101.161.26.1,-33.7667,150.6167,2773,Glenbrook,NSW,AU
1213,101.161.29.1,-33.8,151.2167,2068,Castlecrag,NSW,AU
1214,101.161.31.1,-33.6785,150.6121,2777,Winmalee,NSW,AU
1215,101.161.33.1,-34.0044,150.7725,2557,Gledswood Hills,NSW,AU
1216,101.161.35.1,-33.8487,151.2162,2061,Kirribilli,NSW,AU
1217,101.161.44.1,-33.7,150.5333,2776,Faulconbridge,NSW,AU
1218,101.161.49.1,-33.95,151.1,2206,Earlwood,NSW,AU
1219,101.161.51.1,-33.8892,150.8514,2171,Cecil Hills,NSW,AU
1220,101.161.54.1,-33.2333,151.3833,2259,Jilliby,NSW,AU
1221,101.161.56.1,-31.1,150.9167,2340,Tamworth,NSW,AU
1222,101.161.60.1,-33.9667,150.9833,2213,Picnic Point,NSW,AU
1223,101.161.61.1,-32.6061,151.6159,2421,Paterson,NSW,AU
1224,101.161.65.1,-36.7113,142.1998,3400,Horsham,VIC,AU
1225,101.161.67.1,-37.7603,144.9502,3055,Melbourne,VIC,AU
1226,101.161.72.1,-37.8846,145.2954,3156,Ferntree Gully,VIC,AU
1227,101.161.101.1,-38.0559,145.2562,3975,Lyndhurst,VIC,AU
1228,101.161.128.1,-33.8941,151.1642,2048,Stanmore,NSW,AU
1229,101.161.130.1,-34.0473,151.1205,2229,Caringbah,NSW,AU
1230,101.161.140.1,-33.7667,150.8333,2766,Rooty Hill,NSW,AU
1231,101.161.144.1,-33.8701,150.8612,2176,Edensor Park,NSW,AU
1232,101.161.149.1,-33.8434,151.1356,2111,Henley,NSW,AU
1233,101.161.156.1,-33.8227,150.9239,2145,Pemulwuy,NSW,AU
1234,101.161.157.1,-33.8344,151.1293,2111,Gladesville,NSW,AU
1235,101.161.175.1,-29.4258,153.2418,2465,Harwood,NSW,AU
1236,101.161.177.1,-28.55,152,4377,Maryland,NSW,AU
1237,101.161.178.1,-30.282,152.61,2453,Dorrigo,NSW,AU
1238,101.161.181.1,-33.95,151.15,2216,Brighton-Le-Sands,NSW,AU
1239,101.161.193.1,-38.3818,142.488,3280,Warrnambool,VIC,AU
1240,101.161.203.1,-36.221,150.1306,2546,Narooma,NSW,AU
1241,101.161.211.1,-28.8419,153.4402,2477,Alstonville,NSW,AU
1242,101.161.215.1,-32.7415,151.8676,2318,Medowie,NSW,AU
1243,101.161.217.1,-33.5812,150.7194,2754,Richmond,NSW,AU
1244,101.161.218.1,-32.6686,151.0454,2330,Singleton,NSW,AU
1245,101.161.223.1,-32.9833,151.7167,2290,Whitebridge,NSW,AU
1246,101.161.226.1,-37.7461,144.7686,3021,Albanvale,VIC,AU
1247,101.161.230.1,-28.596,153.5061,2481,Myocum,NSW,AU
1248,101.161.232.1,-33.2191,151.5525,2262,Halekulani,NSW,AU
1249,101.161.235.1,-34.1699,150.6117,2571,Picton,NSW,AU
1250,101.161.237.1,-34.05,151.1167,2229,Dolans Bay,NSW,AU
1251,101.161.242.1,-34.9,150.6333,2540,Worrigee,NSW,AU
1252,101.161.253.1,-32.9989,151.5802,2283,Blackalls Park,NSW,AU
1253,101.162.12.1,-27.8167,153.3,4209,Pimpama,QLD,AU
1254,101.162.21.1,-26.7227,153.1269,4575,Warana,QLD,AU
1255,101.162.38.1,-27.9476,148.6099,4487,Saint George,QLD,AU
1256,101.162.49.1,-23.9792,151.3011,4680,Wurdong Heights,QLD,AU
1257,101.162.52.1,-27.3725,153.0471,4034,Geebung,QLD,AU
1258,101.162.54.1,-24.0167,151.3167,4680,Benaraby,QLD,AU
1259,101.162.64.1,-16.8992,145.7155,4870,Brinsmead,QLD,AU
